observed,resid,seasonal,timestamp,trend,trend_reshape
-42424220.3022586,-63711794.1850367,104675.72390138,2014-04-22,21182898.1588767,0.746111776816187
-4134037.45698586,-25073390.6563461,147252.147282872,2014-04-23,20792101.0520774,0.737876016360715
17676362.4492772,-2915146.57456847,190205.078567587,2014-04-24,20401303.9452781,0.729640255905243
-37050667.2945547,-56852278.777698,-208550.621517569,2014-04-25,20010162.1046609,0.721397230439114
-57743455.6821895,-77195026.9432386,-167449.002994526,2014-04-26,19619020.2640436,0.713154204972986
-68621570.0613813,-87721481.2904073,-127967.194400292,2014-04-27,19227878.4234264,0.704911179506857
3146137.18913516,-15752235.4205496,61833.8691605441,2014-04-28,18836538.7405242,0.696663984660663
5501673.47250389,-13048201.3090194,104675.72390138,2014-04-29,18445199.0576219,0.688416789814469
-55131139.7451486,-73332251.2671512,147252.147282872,2014-04-30,18053859.3747197,0.680169594968274
-105018360.317296,-122871235.746149,190205.078567587,2014-05-01,17662670.3502849,0.671925575138032
-130003905.728881,-147066836.433214,-208550.621517569,2014-05-02,17271481.3258501,0.66368155530779
-21617573.7842693,-38330417.0826901,-167449.002994526,2014-05-03,16880292.3014153,0.655437535477547
90311554.9802918,73949805.2838266,-127967.194400292,2014-05-04,16489716.8908655,0.64720644710683
51833219.6268289,35672244.2773526,61833.8691605441,2014-05-05,16099141.4803157,0.638975358736113
-4385805.69378192,-20199047.4874492,104675.72390138,2014-05-06,15708566.0697659,0.630744270365396
104845548.275934,89379230.6616654,147252.147282872,2014-05-07,15319065.4669854,0.622535832774761
97530533.3066395,82410763.3638672,190205.078567587,2014-05-08,14929564.8642048,0.614327395184126
28908832.497908,14577318.8580014,-208550.621517569,2014-05-09,14540064.2614242,0.606118957593491
83319053.6034314,69334508.2224269,-167449.002994526,2014-05-10,14151994.3839991,0.597940671483254
-27547874.2826022,-41183831.5947758,-127967.194400292,2014-05-11,13763924.506574,0.589762385373017
8834862.71334013,-4602825.78496927,61833.8691605441,2014-05-12,13375854.6291489,0.58158409926278
-44311069.8656845,-57405230.5710688,104675.72390138,2014-05-13,12989484.9814829,0.573441644239243
-4159612.94573012,-16909980.42683,147252.147282872,2014-05-14,12603115.333817,0.565299189215706
20918565.0352145,8511614.27049582,190205.078567587,2014-05-15,12216745.6861511,0.557156734192169
-17726026.0981472,-29349819.0197982,-208550.621517569,2014-05-16,11832343.5431685,0.549055742877
-30049706.8753117,-41330199.2725031,-167449.002994526,2014-05-17,11447941.4001859,0.540954751561831
-42653937.6440333,-53589509.7068364,-127967.194400292,2014-05-18,11063539.2572034,0.532853760246662
-54281903.8361967,-65025119.3331736,61833.8691605441,2014-05-19,10681381.6278164,0.524800070398137
137326533.004492,126922633.282161,104675.72390138,2014-05-20,10299223.9984294,0.516746380549613
-8900727.6558401,-18965046.1721654,147252.147282872,2014-05-21,9917066.3690424,0.508692690701088
55135898.8910711,45408258.9507018,190205.078567587,2014-05-22,9537434.8618017,0.500692237011471
2809643.59854487,-6139609.13449857,-208550.621517569,2014-05-23,9157803.354561,0.492691783321854
-37994399.3377842,-46605122.18211,-167449.002994526,2014-05-24,8778171.84732031,0.484691329632237
-37151171.3515301,-45424509.6415179,-127967.194400292,2014-05-25,8401305.48438807,0.476749149317098
34518149.5166999,26431876.5260835,61833.8691605441,2014-05-26,8024439.12145583,0.468806969001959
-14583866.582218,-22336115.0646429,104675.72390138,2014-05-27,7647572.75852358,0.460864788686819
-27558455.0845622,-34979403.1951405,147252.147282872,2014-05-28,7273695.96329544,0.452985611303503
34063931.474084,26973907.2274491,190205.078567587,2014-05-29,6899819.16806729,0.445106433920187
-17166594.8067074,-23483986.5580289,-208550.621517569,2014-05-30,6525942.37283914,0.43722725653687
-48210868.9852823,-54198685.8168092,-167449.002994526,2014-05-31,6155265.8345214,0.429415522204824
-17564884.1554142,-23221506.2572176,-127967.194400292,2014-06-01,5784589.29620366,0.421603787872778
-149106355.44357,-154582102.070617,61833.8691605441,2014-06-02,5413912.75788592,0.413792053540732
-39689027.8146427,-44840349.6658628,104675.72390138,2014-06-03,5046646.12731874,0.406052180496603
-26169221.6867361,-30995853.3307706,147252.147282872,2014-06-04,4679379.49675155,0.398312307452473
96626308.5021607,92123990.5574088,190205.078567587,2014-06-05,4312112.86618437,0.390572434408344
60778408.8626448,57038482.1222662,-208550.621517569,2014-06-06,3948477.36189623,0.382909084669269
-4147929.42067382,-7565322.27528739,-167449.002994526,2014-06-07,3584841.8576081,0.375245734930194
104207032.30445,101113793.145531,-127967.194400292,2014-06-08,3221206.35331997,0.367582385191119
61887384.3579516,58964181.8987904,61833.8691605441,2014-06-09,2861368.59000064,0.359999070038653
46559172.4443049,43952965.8937223,104675.72390138,2014-06-10,2501530.8266813,0.352415754886188
30140850.0296371,27851904.8189923,147252.147282872,2014-06-11,2141693.06336197,0.344832439733723
52065977.0416295,50090037.7740255,190205.078567587,2014-06-12,1785734.18903641,0.337330869302572
-20589743.7858155,-21810968.4790088,-208550.621517569,2014-06-13,1429775.31471084,0.329829298871422
-7248490.25706333,-8154857.69445408,-167449.002994526,2014-06-14,1073816.44038528,0.322327728440271
-28749956.1894609,-29343746.1959166,-127967.194400292,2014-06-15,721757.200856009,0.314908339932905
86220362.7601174,85788830.9296301,61833.8691605441,2014-06-16,369697.961326743,0.307488951425539
-33978149.2574521,-34100463.703151,104675.72390138,2014-06-17,17638.7217974758,0.300069562918174
40892652.6567317,41075919.0036523,147252.147282872,2014-06-18,-330518.494203519,0.292732406675354
61464999.6319058,61953470.2635428,190205.078567587,2014-06-19,-678675.710204513,0.285395250432535
17228710.7676426,18464094.3153657,-208550.621517569,2014-06-20,-1026832.92620551,0.278058094189716
-7657339.65222192,-6118769.88129088,-167449.002994526,2014-06-21,-1371120.76793651,0.270802482152434
-44478292.0636435,-42634916.2595757,-127967.194400292,2014-06-22,-1715408.60966751,0.263546870115152
-65685003.5930891,-63687141.0108512,61833.8691605441,2014-06-23,-2059696.45139852,0.256291258077871
-55695944.262456,-53400452.3671411,104675.72390138,2014-06-24,-2400167.61921632,0.249116079625021
-26520289.432844,-23926902.7930928,147252.147282872,2014-06-25,-2740638.78703413,0.241940901172172
23674951.4577583,26565856.3340426,190205.078567587,2014-06-26,-3081109.95485193,0.234765722719323
33126477.829447,36752808.7087853,-208550.621517569,2014-06-27,-3417780.2578207,0.227670644686552
-28628402.442667,-24706502.878883,-167449.002994526,2014-06-28,-3754450.56078947,0.220575566653782
-29651240.7063381,-25432152.6481795,-127967.194400292,2014-06-29,-4091120.86375824,0.213480488621012
39354256.5967244,43716429.1729559,61833.8691605441,2014-06-30,-4424006.44539209,0.206465170795681
86499140.932639,91151357.2357636,104675.72390138,2014-07-01,-4756892.02702594,0.199449852970351
96593706.7675325,101536232.228909,147252.147282872,2014-07-02,-5089777.60865979,0.19243453514502
27169301.7203122,32398023.5805372,190205.078567587,2014-07-03,-5418926.93879257,0.185497956061171
-16274433.1663454,-10317806.2759025,-208550.621517569,2014-07-04,-5748076.26892534,0.178561376977323
-9834605.69680593,-3589931.09475329,-167449.002994526,2014-07-05,-6077225.59905811,0.171624797893475
14358729.4787437,20889447.5036788,-127967.194400292,2014-07-06,-6402750.83053476,0.164764594012716
-19270319.4637307,-12603877.2708798,61833.8691605441,2014-07-07,-6728276.06201141,0.157904390131958
-70438616.3733529,-63489490.8037662,104675.72390138,2014-07-08,-7053801.29348806,0.1510441862512
-6699344.50667754,529228.17668423,147252.147282872,2014-07-09,-7375824.83064464,0.144257777992534
15632024.4209882,23139667.7102218,190205.078567587,2014-07-10,-7697848.36780122,0.137471369733869
-15987573.4907835,-7759150.9643081,-208550.621517569,2014-07-11,-8019871.90495781,0.130684961475203
1697966.37963682,10203915.5497425,-167449.002994526,2014-07-12,-8338500.16711113,0.123970106130111
-2174152.74149989,6610942.88216485,-127967.194400292,2014-07-13,-8657128.42926446,0.117255250785018
-33375151.9806608,-24461229.1584035,61833.8691605441,2014-07-14,-8975756.69141778,0.110540395439925
43418108.0966119,52604531.7437463,104675.72390138,2014-07-15,-9291099.37103571,0.103894781320643
113476264.672863,122935454.576234,147252.147282872,2014-07-16,-9606442.05065365,0.097249167201362
-11157383.6898947,-1425804.03819072,190205.078567587,2014-07-17,-9921784.73027158,0.09060355308208
-12397478.3745766,-1954950.41562641,-208550.621517569,2014-07-18,-10233977.3374326,0.084024324413768
37677339.2969387,48390958.2445269,-167449.002994526,2014-07-19,-10546169.9445936,0.077445095745455
-2174869.02310302,8811460.72305194,-127967.194400292,2014-07-20,-10858362.5517547,0.070865867077143
93232042.6008412,104337791.320372,61833.8691605441,2014-07-21,-11167582.5886913,0.06434928313132
-44987478.7423624,-33615351.8406358,104675.72390138,2014-07-22,-11476802.625628,0.057832699185496
-12627521.5865871,-988751.071305309,147252.147282872,2014-07-23,-11786022.6625647,0.051316115239673
16206531.2905976,28108809.1747339,190205.078567587,2014-07-24,-12092482.9627039,0.044857690709025
-36381094.6716551,-23773600.7872944,-208550.621517569,2014-07-25,-12398943.2628432,0.038399266178377
-41033564.2777106,-28160711.7117337,-167449.002994526,2014-07-26,-12705403.5629824,0.031940841647729
-23872577.4599753,-10735291.3737545,-127967.194400292,2014-07-27,-13009318.8918205,0.025536050508009
90255739.2397359,103507139.591234,61833.8691605441,2014-07-28,-13313234.2206586,0.01913125936829
-56624841.0277006,-43112367.2021054,104675.72390138,2014-07-29,-13617149.5494966,0.01272646822857
-64812845.9364758,-51040625.6173219,147252.147282872,2014-07-30,-13919472.4664368,0.006355235993737
-65745566.6183526,-51714735.3551366,190205.078567587,2014-07-31,-14221036.3417836,0
